rent_approval_date,town,block,street_name,flat_type,predicted_monthly_rent
2022-03,toa payoh,194,Kim Keat Avenue,2,2018.126220703125
2021-07,woodlands,603,woodlands drive 42,3,2171.870361328125
2022-04,bukit merah,8a,boon tiong road,3,2975.74658203125
2021-12,bedok,419,Bedok North Street 1,2,1946.4439697265625
2021-04,bukit panjang,165,Gangsa Road,4,2222.3515625
2023-05,yishun,335c,Yishun Street 31,4,3382.0263671875
2022-04,kallang/whampoa,111,mcnair road,3,2278.02392578125
2022-11,woodlands,34,Marsiling Drive,3,2221.681884765625
2023-03,bedok,19,chai chee road,2,2306.963623046875
2021-06,bedok,202,bedok north street 1,2,2046.5423583984375
2022-02,bukit panjang,452,fajar road,4,2494.114990234375
2022-04,hougang,626,Hougang Avenue 8,2,2254.4208984375
2022-02,tampines,103,tampines street 11,3,2259.2646484375
2021-03,hougang,838,Hougang Central,3,2030.796630859375
2021-05,tampines,267,Tampines Street 21,2,1952.9776611328125
2021-06,clementi,710,clementi west street 2,2,2181.1376953125
2022-07,bedok,53,Chai Chee Street,4,3204.802978515625
2022-01,sembawang,323,Sembawang Close,4,2371.390625
2023-03,ang mo kio,412,Ang Mo Kio Avenue 10,3,2904.3369140625
2022-04,punggol,161b,punggol central,4,2119.063232421875
2022-08,sembawang,327,sembawang crescent,3,2468.143310546875
2021-11,jurong west,818,jurong west street 81,4,2428.338623046875
2021-08,bedok,616,Bedok Reservoir Road,2,2012.4119873046875
2021-06,sengkang,301b,anchorvale drive,4,2103.78955078125
2022-09,yishun,151,yishun street 11,2,2449.986572265625
2022-06,woodlands,131,Marsiling Rise,2,2133.96435546875
2021-08,woodlands,524,Woodlands Drive 14,4,2239.775146484375
2021-06,queenstown,17,dover crescent,4,3050.2958984375
2021-11,serangoon,207,Serangoon Central,2,2098.18896484375
2022-11,central,1g,cantonment road,4,5495.43115234375
2022-08,hougang,302,hougang avenue 5,4,3069.146728515625
2023-07,bukit panjang,232,pending road,3,2987.79931640625
2023-02,yishun,240,Yishun Ring Road,4,3960.92529296875
2021-04,yishun,722,Yishun Street 71,3,2215.052978515625
2022-05,bedok,136,bedok reservoir road,2,2414.898681640625
2022-07,tampines,321,tampines street 33,3,2751.349365234375
2023-06,geylang,95,aljunied crescent,2,2486.87890625
2023-05,choa chu kang,487c,choa chu kang avenue 5,4,2378.7705078125
2022-01,woodlands,203,marsiling drive,2,1636.2105712890625
2022-02,yishun,131,yishun street 11,2,1969.3282470703125
2022-05,bukit batok,212,bukit batok street 21,2,1984.1605224609375
2022-11,hougang,573,Hougang Street 51,3,2871.70751953125
2022-08,ang mo kio,558,ang mo kio avenue 10,2,2130.32470703125
2021-10,woodlands,149,Woodlands Street 13,3,2168.91162109375
2021-03,choa chu kang,16,teck whye lane,2,1499.869384765625
2021-06,hougang,623,hougang avenue 8,2,1831.111572265625
2021-09,bukit batok,271,Bukit Batok East Avenue 4,3,1957.503662109375
2021-01,pasir ris,482,pasir ris drive 4,3,2101.92822265625
2021-02,ang mo kio,346,Ang Mo Kio Avenue 3,2,1876.73583984375
2021-01,serangoon,332,serangoon avenue 3,3,2445.23388671875
2023-05,hougang,838,Hougang Central,4,3641.666748046875
2021-02,bedok,100,bedok north avenue 4,2,1876.621826171875
2021-08,kallang/whampoa,43,Bendemeer Road,2,2088.6962890625
2021-11,bishan,203,bishan street 23,3,2661.57568359375
2023-02,clementi,729,clementi west street 2,2,2423.172119140625
2023-03,bishan,142,Bishan Street 12,3,3601.40673828125
2021-04,hougang,920,hougang street 91,3,2181.22412109375
2022-03,kallang/whampoa,685,Race Course Road,2,2404.82177734375
2022-02,punggol,666b,Punggol Drive,4,2213.659912109375
2022-02,sengkang,415c,fernvale link,3,2335.9892578125
2023-01,woodlands,899c,woodlands drive 50,3,2923.90185546875
2022-11,jurong west,661c,jurong west street 64,3,2639.54052734375
2021-12,bedok,647,Jalan Tenaga,4,2874.962158203125
2022-06,ang mo kio,180,ang mo kio avenue 5,2,2311.618408203125
2021-04,bukit panjang,217,Petir Road,3,2146.0849609375
2021-06,ang mo kio,463,ang mo kio avenue 10,3,2192.234619140625
2021-11,queenstown,47,Holland Drive,2,2134.3427734375
2021-07,clementi,377,clementi avenue 5,2,2298.22509765625
2021-10,bukit merah,84,telok blangah hts,4,2592.88916015625
2022-11,bukit merah,115,Bukit Purmei Road,3,3694.575439453125
2021-07,woodlands,845,woodlands street 82,3,1970.8499755859375
2022-04,ang mo kio,513,ang mo kio avenue 8,2,2280.693603515625
2022-03,punggol,603c,Punggol Road,2,2580.80029296875
2021-05,bukit merah,50,telok blangah drive,3,2773.307373046875
2022-04,geylang,98,aljunied crescent,2,2032.6380615234375
2021-07,hougang,836,hougang central,3,2532.06982421875
2023-07,kallang/whampoa,93,Geylang Bahru,2,3429.501220703125
2021-10,yishun,110,yishun ring road,2,1837.73779296875
2021-10,yishun,729,yishun street 71,2,1769.70458984375
2023-03,bukit merah,22,Telok Blangah Crescent,2,3312.175537109375
2023-06,pasir ris,194,pasir ris street 12,4,2961.088134765625
2021-07,yishun,115c,yishun ring road,3,2266.310791015625
2021-05,sengkang,290a,compassvale crescent,4,2068.596435546875
2022-11,woodlands,132,marsiling rise,2,2236.383056640625
2023-03,ang mo kio,332,Ang Mo Kio Avenue 1,3,3060.3037109375
2022-07,choa chu kang,341,choa chu kang loop,5,2565.8173828125
2021-05,jurong west,407,Jurong West Street 42,5,2337.8203125
2022-05,sengkang,144,Rivervale Drive,4,2696.53857421875
2022-06,punggol,663a,Punggol Drive,2,2204.800048828125
2021-08,hougang,23,Hougang Avenue 3,2,1873.79443359375
2022-08,clementi,309,clementi avenue 4,2,2344.8251953125
2021-02,clementi,303,clementi avenue 4,2,1838.4849853515625
2022-10,bedok,115,Bedok Reservoir Road,5,3032.050048828125
2022-09,bukit merah,14,Telok Blangah Crescent,4,3259.697021484375
2021-05,tampines,515c,tampines central 7,4,2737.243896484375
2023-02,bukit panjang,120,pending road,4,3013.197021484375
2022-12,hougang,133,lorong ah soo,3,3178.36767578125
2023-04,yishun,347a,Yishun Avenue 11,2,3147.466064453125
2023-06,bedok,807b,chai chee road,1,1279.9915771484375
2023-04,toa payoh,179,toa payoh central,3,2752.81494140625
2021-02,ang mo kio,233,ang mo kio avenue 3,2,1910.5452880859375
2023-05,sengkang,282a,Sengkang East Avenue,3,3560.069580078125
2021-06,geylang,314,ubi avenue 1,3,2420.23193359375
2021-11,sembawang,504a,montreal drive,5,2839.78271484375
2023-02,serangoon,332,serangoon avenue 3,3,3484.059326171875
2021-03,woodlands,213,Marsiling Crescent,2,1644.73486328125
2022-10,jurong west,345,kang ching road,4,3224.27783203125
2021-02,hougang,603,Hougang Avenue 4,3,2039.46044921875
2023-02,sengkang,184a,Rivervale Crescent,3,3537.639404296875
2021-09,jurong west,487,jurong west avenue 1,2,1963.46044921875
2023-01,marine parade,58,Marine Terrace,2,2431.79052734375
2022-03,yishun,107,Yishun Ring Road,2,2237.60595703125
2022-02,bukit batok,639,Bukit Batok Central,4,2770.830810546875
2023-04,sengkang,299c,Compassvale Street,4,2810.775634765625
2021-03,sengkang,122,Sengkang East Way,4,2191.73486328125
2022-05,toa payoh,169,lorong 1 toa payoh,2,2010.78369140625
2021-06,jurong west,211,boon lay place,2,1774.6702880859375
2021-02,yishun,234,yishun street 21,2,1737.235107421875
2022-05,ang mo kio,218,ang mo kio avenue 1,2,2269.63037109375
2022-07,bukit panjang,633d,senja road,2,2101.32861328125
2021-01,jurong west,515,Jurong West Street 52,2,1858.72998046875
2021-06,bukit batok,118,bukit batok west avenue 6,3,2063.965087890625
2021-02,bukit panjang,181,Jelebu Road,5,2486.39453125
2021-01,tampines,497b,tampines street 45,3,2182.790771484375
2021-08,jurong west,276c,jurong west street 25,4,2456.124267578125
2021-12,serangoon,108,Serangoon North Avenue 1,2,2183.417236328125
2022-06,bukit merah,12,Taman Ho Swee,1,1709.8756103515625
2022-09,toa payoh,101,Potong Pasir Avenue 1,2,2608.681884765625
2021-05,hougang,401,Hougang Avenue 10,2,1932.7449951171875
2021-09,jurong east,285c,Toh Guan Road,5,2698.8505859375
2021-11,tampines,255,tampines street 21,2,2026.5357666015625
2022-09,choa chu kang,16,Teck Whye Lane,2,2357.7880859375
2021-06,queenstown,14,Dover Close East,4,3029.292724609375
2022-03,toa payoh,85a,Lorong 4 Toa Payoh,2,1996.3018798828125
2021-11,pasir ris,504,pasir ris street 52,5,2366.8173828125
2021-07,ang mo kio,725,ang mo kio avenue 6,4,2729.75146484375
2023-07,clementi,358,Clementi Avenue 2,3,4193.0576171875
2023-03,yishun,246,Yishun Avenue 9,3,2823.789306640625
2023-06,bukit panjang,132,cashew road,3,2895.675048828125
2021-10,bedok,37,bedok sth avenue 2,3,2255.42236328125
2021-11,choa chu kang,150,jalan teck whye,3,2147.869384765625
2022-11,pasir ris,408,Pasir Ris Drive 6,5,3861.24609375
2021-10,bukit merah,144,jalan bukit merah,2,2004.4259033203125
2022-03,geylang,314,Ubi Avenue 1,3,2430.61376953125
2023-07,jurong east,320,jurong east street 31,3,3764.016357421875
2023-02,tampines,424,Tampines Street 41,3,3405.71337890625
2021-06,pasir ris,564,pasir ris street 51,4,2274.20751953125
2022-01,hougang,620,hougang avenue 8,2,2088.636474609375
2021-06,hougang,954,hougang avenue 9,4,1954.7222900390625
2022-12,tampines,162,tampines street 12,3,3099.786376953125
2023-05,ang mo kio,428,Ang Mo Kio Avenue 3,3,3849.262451171875
2022-09,woodlands,666,woodlands ring road,3,2553.73974609375
2021-06,choa chu kang,677,choa chu kang crescent,3,1986.6826171875
2021-07,tampines,505,Tampines Central 1,3,2371.124755859375
2021-06,bukit merah,19,Jalan Membina,3,2786.58251953125
2021-12,choa chu kang,606,Choa Chu Kang Street 62,5,2663.059326171875
2023-01,kallang/whampoa,59a,Geylang Bahru,3,2354.39404296875
2022-03,woodlands,22,marsiling drive,2,1891.9014892578125
2021-12,pasir ris,627,pasir ris drive 3,3,2160.200927734375
2021-05,sengkang,269b,Compassvale Link,3,2155.077392578125
2021-01,bukit batok,312,bukit batok street 32,3,2314.558349609375
2023-04,hougang,321,hougang avenue 5,2,2164.788330078125
2022-08,ang mo kio,558,ang mo kio avenue 10,2,2130.32470703125
2022-06,toa payoh,117,lorong 1 toa payoh,2,2181.3681640625
2022-09,choa chu kang,412,choa chu kang avenue 3,3,2580.8056640625
2023-03,jurong west,365,Corporation Drive,4,3606.983154296875
2021-09,ang mo kio,504,Ang Mo Kio Avenue 8,2,1962.1771240234375
2021-09,clementi,303,clementi avenue 4,2,2135.226318359375
2022-08,bukit batok,267,bukit batok east avenue 4,3,2754.57275390625
2023-07,bedok,615,bedok reservoir road,2,2915.040771484375
2022-11,clementi,318,Clementi Avenue 4,3,3777.61083984375
2022-01,jurong west,657b,jurong west street 65,3,2463.1015625
2021-01,sengkang,277b,Compassvale Link,3,2146.05126953125
2021-02,tampines,861,Tampines Avenue 5,4,2415.439697265625
2022-06,queenstown,26,dover crescent,4,3899.637939453125
2021-04,sengkang,271c,sengkang central,3,2199.18310546875
2022-07,serangoon,101,Serangoon North Avenue 1,3,2919.466064453125
2022-09,sengkang,258d,compassvale road,4,2819.66064453125
2023-04,geylang,19,eunos crescent,2,2680.489990234375
2022-01,bedok,219a,bedok central,2,2574.057861328125
2022-10,bedok,33,bedok sth avenue 2,2,2309.435791015625
2021-12,jurong east,303,Jurong East Street 32,2,2111.27734375
2021-09,serangoon,506b,Serangoon North Avenue 4,5,2759.871826171875
2021-07,queenstown,41,Tanglin Halt Road,2,2090.97412109375
2021-04,toa payoh,52,Lorong 6 Toa Payoh,1,1574.51123046875
2022-09,pasir ris,422,pasir ris drive 6,5,3918.401123046875
2023-01,bukit timah,14,toh yi drive,3,3339.6513671875
2022-06,toa payoh,145,Lorong 2 Toa Payoh,3,2561.05859375
2023-06,bedok,719,Bedok Reservoir Road,5,4494.64501953125
2021-12,bukit merah,12,cantonment close,3,3027.080322265625
2023-04,bukit panjang,467,segar road,4,2667.72119140625
2022-04,yishun,707,yishun avenue 5,2,1937.00341796875
2022-05,bukit merah,113,jalan bukit merah,2,2384.87109375
2022-03,jurong east,309,jurong east street 32,4,2506.271240234375
2021-06,geylang,23,eunos crescent,4,2445.81298828125
2021-08,ang mo kio,173,Ang Mo Kio Avenue 4,3,2074.54931640625
2022-05,choa chu kang,212,Choa Chu Kang Central,4,2774.9814453125
2023-07,clementi,356,clementi avenue 2,4,4046.733642578125
2021-03,woodlands,557,Woodlands Drive 53,4,2172.306396484375
2023-07,queenstown,55,strathmore avenue,3,4814.783203125
2021-03,hougang,463,Hougang Avenue 10,4,2407.166259765625
2021-01,tampines,234,tampines street 21,2,2009.1668701171875
2021-02,yishun,805,Yishun Ring Road,3,2210.953369140625
2023-02,ang mo kio,202,ang mo kio avenue 3,2,2978.476806640625
2023-06,jurong west,659c,jurong west street 65,4,3985.51513671875
2021-11,ang mo kio,350,Ang Mo Kio Street 32,4,2554.077392578125
2022-05,clementi,508,West Coast Drive,3,3088.459228515625
2022-01,bedok,650,jalan tenaga,3,2198.990478515625
2021-11,choa chu kang,808c,Choa Chu Kang Avenue 1,3,2549.5078125
2021-01,bukit panjang,406,fajar road,3,1838.5169677734375
2022-10,sembawang,468a,Admiralty Drive,5,3649.192138671875
2021-12,bukit batok,146,bukit batok west avenue 6,2,2260.013427734375
2022-05,ang mo kio,524,Ang Mo Kio Avenue 5,2,2285.51123046875
2021-06,ang mo kio,596d,ang mo kio street 52,3,2431.315673828125
2021-01,bukit merah,86,telok blangah hts,4,2582.665771484375
2021-02,sengkang,324c,sengkang east way,5,2326.424560546875
2023-01,bukit batok,217,bukit batok street 21,2,2234.89599609375
2021-03,punggol,167b,Punggol East,3,2287.46142578125
2022-12,jurong east,322,jurong east street 31,4,2801.639892578125
2022-08,tampines,215,Tampines Street 23,3,3288.161865234375
2021-04,punggol,298,punggol central,4,2152.369873046875
2022-03,tampines,495b,tampines street 43,5,2842.126220703125
2021-11,yishun,804,yishun ring road,3,2029.6378173828125
2021-07,bishan,141,bishan street 12,3,2492.1953125
2022-12,yishun,513a,yishun street 51,2,2767.021728515625
2021-03,tampines,136,simei street 1,3,2205.017822265625
2022-09,tampines,520c,Tampines Central 8,2,2894.658935546875
2023-07,sengkang,154,Rivervale Crescent,3,3454.20703125
2023-07,sengkang,224a,Compassvale Walk,3,3257.035888671875
2022-02,yishun,216,yishun street 21,2,1883.4727783203125
2021-12,ang mo kio,520,Ang Mo Kio Avenue 5,4,2544.51025390625
2021-05,ang mo kio,570,ang mo kio avenue 3,2,1989.0029296875
2022-07,bukit merah,75a,redhill road,3,2909.449951171875
2021-04,choa chu kang,225,choa chu kang central,3,1764.792724609375
2021-11,toa payoh,66,Lorong 4 Toa Payoh,2,2142.860595703125
2021-01,choa chu kang,162,jalan teck whye,3,1948.9453125
2022-06,woodlands,897c,woodlands drive 50,3,2338.218505859375
2023-02,choa chu kang,808c,choa chu kang avenue 1,3,3168.8515625
2022-09,bedok,138,bedok north street 2,2,2461.677978515625
2022-12,hougang,979a,Buangkok Crescent,3,2377.126708984375
2021-03,jurong east,110,jurong east street 13,2,1849.9288330078125
2022-09,geylang,66,circuit road,2,2707.46484375
2023-05,bedok,57,new upper changi road,2,2682.871826171875
2023-05,choa chu kang,626,Choa Chu Kang Street 62,4,3666.385498046875
2021-11,sengkang,292b,compassvale street,3,2294.876708984375
2022-05,bedok,29,new upper changi road,2,2204.140380859375
2022-05,tampines,237,Tampines Street 21,3,2609.79638671875
2022-04,pasir ris,232,pasir ris drive 4,3,2441.4501953125
2023-03,jurong west,481,Jurong West Street 41,2,2925.660888671875
2023-02,kallang/whampoa,46,owen road,2,2941.1455078125
2021-03,bedok,219a,bedok central,2,2145.780029296875
2022-04,tampines,114,Tampines Street 11,4,2565.677490234375
2021-10,geylang,63,Circuit Road,2,2027.3489990234375
2021-08,hougang,252,Hougang Avenue 3,2,1901.648193359375
2021-08,queenstown,19,Queen'S Close,3,2712.790771484375
2023-05,hougang,526,hougang avenue 6,3,3604.907470703125
2023-04,bedok,60,New Upper Changi Road,4,3935.614990234375
2022-04,yishun,504c,yishun street 51,4,2885.6923828125
2021-06,bukit panjang,651,Senja Link,4,2286.54833984375
2022-06,ang mo kio,422,ang mo kio avenue 3,2,1809.625732421875
2022-12,woodlands,517,woodlands drive 14,3,3574.618408203125
2021-01,bedok,35,chai chee avenue,3,2325.830322265625
2021-05,pasir ris,478,pasir ris drive 4,3,2213.229736328125
2022-06,bishan,249,Bishan Street 22,3,3051.615478515625
2023-05,ang mo kio,523,ang mo kio avenue 5,2,2931.05810546875
2021-06,bukit merah,8b,Boon Tiong Road,3,2946.18359375
2022-07,woodlands,101,woodlands street 13,2,2292.7958984375
2021-01,sengkang,307b,Anchorvale Road,5,2308.3369140625
2021-10,woodlands,640,woodlands ring road,4,2215.845458984375
2022-12,hougang,648,hougang avenue 8,3,2889.273681640625
2023-06,toa payoh,157,lorong 1 toa payoh,2,2999.744384765625
2021-02,ang mo kio,405,ang mo kio avenue 10,2,2039.4014892578125
2022-08,hougang,401,hougang avenue 10,2,2543.60546875
2023-07,serangoon,424,serangoon central,5,4564.0048828125
2022-01,clementi,428,Clementi Avenue 3,2,2051.95849609375
2021-12,bedok,71,bedok sth road,2,2065.4150390625
2021-07,choa chu kang,288,Choa Chu Kang Avenue 3,3,2209.611572265625
2021-08,bukit batok,305,bukit batok street 31,2,1619.0931396484375
2021-12,sengkang,249,compassvale road,3,2308.385498046875
2021-05,bishan,115,bishan street 12,2,2096.66845703125
2023-06,toa payoh,48,Lorong 5 Toa Payoh,4,3971.969970703125
2021-11,geylang,21,balam road,2,2088.3671875
2022-03,kallang/whampoa,51,Kent Road,3,2547.639404296875
2022-05,bedok,771,Bedok Reservoir View,4,2874.959228515625
2023-01,sengkang,436b,Fernvale Road,3,2332.94873046875
2023-02,bukit merah,30,jalan klinik,1,1869.6097412109375
2021-11,hougang,978c,Buangkok Crescent,3,2459.69189453125
2021-03,sengkang,260b,Sengkang East Way,4,2355.4296875
2021-08,bukit merah,6b,boon tiong road,3,3003.9111328125
2022-08,jurong west,651a,jurong west street 61,3,3333.685791015625
2022-04,punggol,652,punggol central,4,2780.133056640625
2021-03,clementi,365,Clementi Avenue 2,2,1860.716064453125
2021-09,woodlands,658,Woodlands Ring Road,5,2509.263916015625
2022-05,jurong west,674b,Jurong West Street 65,3,2830.327392578125
2021-02,jurong west,483,jurong west street 41,3,2201.67724609375
2021-01,ang mo kio,231,ang mo kio avenue 3,3,2110.45849609375
2023-05,bukit merah,49,telok blangah drive,4,3961.68359375
2021-04,bukit merah,60,Telok Blangah Hts,2,2092.02587890625
2022-09,jurong west,658b,jurong west street 65,4,2812.233154296875
2022-07,yishun,123,yishun street 11,2,2042.843994140625
2022-08,ang mo kio,163,ang mo kio avenue 4,2,2573.171630859375
2022-10,tampines,345,Tampines Street 33,4,3604.25732421875
2023-06,bukit merah,28,Telok Blangah Rise,2,3111.641845703125
2023-03,punggol,271b,punggol walk,3,3952.45556640625
2022-04,serangoon,401,Serangoon Avenue 1,3,2775.19482421875
2023-06,clementi,429,Clementi Avenue 3,2,3062.868408203125
2023-04,jurong east,265,toh guan road,3,3820.843994140625
2021-10,bedok,110,lengkong tiga,4,2978.04736328125
2022-02,ang mo kio,456,Ang Mo Kio Avenue 10,2,1948.4727783203125
2021-01,choa chu kang,277,Choa Chu Kang Avenue 2,4,2192.667724609375
2022-05,queenstown,14,ghim moh road,4,3250.350830078125
2023-07,tampines,459,Tampines Street 42,3,3845.17626953125
